Latitude,Longitude,leg_heure,code_leg,speed,course
48.273088100000002,-4.870242100000000,23026_12_51_00,"23026",1.301,74.808
48.277073999999999,-4.818104300000000,23026_13_03_00,"23026",1.442,336.049
48.277845900000003,-4.814077600000000,23026_13_04_00,"23026",2.758,120.319
48.280229900000002,-4.801851600000000,23026_13_07_00,"23026",0.087,163.791
48.282172600000003,-4.793587300000000,23026_13_09_00,"23026",0.436,172.534
48.284488600000003,-4.785324500000000,23026_13_11_00,"23026",2.654,191.948
48.287869899999997,-4.772698500000000,23026_13_14_00,"23026",2.161,167.377
48.288629800000002,-4.768395500000000,23026_13_15_00,"23026",2.473,344.865
48.290900100000002,-4.755529100000000,23026_13_18_00,"23026",0.859,194.583
48.294970999999997,-4.734338300000000,23026_13_23_00,"23026",0.166,82.652
48.296935900000001,-4.725955600000000,23026_13_25_00,"23026",1.365,160.393
48.298530900000003,-4.717411800000000,23026_13_27_00,"23026",2.648,182.307
48.316600100000002,-4.662554700000000,23026_13_41_00,"23026",0.536,108.222
48.317810700000003,-4.658885400000000,23026_13_42_00,"23026",2.159,158.582
48.328725599999999,-4.617225900000000,23026_13_53_00,"23026",0.949,22.459
48.335301600000001,-4.594777600000000,23026_13_59_00,"23026",1.889,87.593
48.311583666666699,-4.713061333333330,23027_08_56_00,"23027",2.365,248.197
48.312059166666693,-4.717208833333330,23027_08_57_00,"23027",0.435,207.809
48.313151499999996,-4.725689000000000,23027_08_59_00,"23027",0.436,258.604
48.316342166666701,-4.751534000000000,23027_09_05_00,"23027",1.170,1.574
48.316150999999998,-4.782294833333330,23028_09_12_00,"23028",2.244,207.113
48.317864000000000,-4.785966500000000,23028_09_13_00,"23028",1.774,13.924
48.320415166666699,-4.788911666666670,23028_09_14_00,"23028",2.416,294.544
48.326155499999999,-4.794460833333330,23028_09_16_00,"23028",2.753,59.394
48.329212499999997,-4.797205500000000,23028_09_17_00,"23028",1.896,347.790
48.332334333333293,-4.799933833333330,23028_09_18_00,"23028",1.931,17.532
48.335497666666697,-4.802658333333330,23028_09_19_00,"23028",2.004,149.107
48.338665166666701,-4.805347500000000,23028_09_20_00,"23028",1.116,353.822
48.341820833333301,-4.808058833333330,23028_09_21_00,"23028",1.703,149.780
48.344966166666701,-4.810746166666670,23028_09_22_00,"23028",0.813,350.976
48.348315166666701,-4.812897000000000,23029_09_23_00,"23029",2.693,100.377
48.351925166666703,-4.813062500000000,23029_09_24_00,"23029",2.726,301.273
48.355663666666707,-4.813045833333330,23029_09_25_00,"23029",0.201,138.629
48.359451000000000,-4.812592833333330,23029_09_26_00,"23029",2.797,204.499
48.367137833333302,-4.811524000000000,23029_09_28_00,"23029",0.229,290.547
48.370983333333299,-4.810949833333330,23029_09_29_00,"23029",1.216,23.867
48.374752166666703,-4.810881666666670,23029_09_30_00,"23029",0.059,192.259
48.378445999999997,-4.810998500000000,23029_09_31_00,"23029",0.668,84.314
48.385684166666699,-4.812168333333330,23029_09_33_00,"23029",1.327,173.493
48.389254833333297,-4.813157333333330,23029_09_34_00,"23029",1.098,314.279
48.392781333333303,-4.814315000000000,23029_09_35_00,"23029",0.992,125.965
48.399526999999999,-4.817499500000000,23029_09_37_00,"23029",1.916,15.145
48.426030333333301,-4.829437833333330,23029_09_45_00,"23029",0.885,277.245
48.432825666666702,-4.832301666666670,23029_09_47_00,"23029",1.498,301.603
48.436203166666701,-4.833758500000000,23029_09_48_00,"23029",2.474,38.353
48.439553333333301,-4.835277333333330,23029_09_49_00,"23029",0.391,219.237
48.442851666666698,-4.836897000000000,23029_09_50_00,"23029",0.140,280.737
48.446111166666697,-4.838435833333330,23029_09_51_00,"23029",2.654,198.500
48.449299666666697,-4.840035333333330,23029_09_52_00,"23029",0.250,318.534
48.452525500000000,-4.841007833333330,23029_09_53_00,"23029",2.544,228.423
48.458908500000000,-4.842428833333330,23029_09_55_00,"23029",1.160,107.181
48.465308833333303,-4.841029666666670,23029_09_57_00,"23029",1.587,278.330
48.475140166666698,-4.838996166666670,23029_10_00_00,"23029",1.640,215.641
48.478463333333302,-4.838627666666670,23029_10_01_00,"23029",1.478,66.432
48.481784333333302,-4.838139833333330,23029_10_02_00,"23029",2.866,193.147
48.485119333333301,-4.837808833333330,23029_10_03_00,"23029",0.778,155.553
48.488473666666692,-4.837487000000000,23029_10_04_00,"23029",2.083,109.515
48.491824666666702,-4.837145500000000,23029_10_05_00,"23029",2.161,175.776
48.512152833333303,-4.835516166666670,23030_10_11_00,"23030",0.205,166.135
48.539131666666698,-4.827366166666670,23030_10_19_00,"23030",2.289,100.545
48.596718666666703,-4.788223333333330,23030_10_37_00,"23030",2.277,311.572
48.603198499999998,-4.783660666666670,23030_10_39_00,"23030",2.395,84.856
48.618166833333298,-4.769682000000000,23030_10_44_00,"23030",0.007,118.854
48.620516000000002,-4.765603000000000,23030_10_45_00,"23030",2.960,200.850
48.749631999999998,-4.555319166666670,23032_11_40_00,"23032",0.166,100.622
48.770811333333299,-4.521246166666670,23032_11_49_00,"23032",1.858,123.348
48.811025500000000,-4.456721666666670,23032_12_06_00,"23032",1.482,274.407
48.839345000000002,-4.411030000000000,23032_12_18_00,"23032",2.489,209.546
48.855872499999997,-4.384632500000001,23032_12_25_00,"23032",0.493,335.659
48.891630333333303,-4.326953833333330,23032_12_40_00,"23032",2.131,89.054
48.901119999999999,-4.311703500000000,23032_12_44_00,"23032",0.382,65.421
48.917650500000001,-4.285026666666670,23032_12_51_00,"23032",2.023,41.754
48.957944500000004,-4.220069333333331,23032_13_08_00,"23032",1.906,310.440
48.967111666666703,-4.205155500000000,23032_13_12_00,"23032",1.171,197.964
49.023046000000001,-4.114451833333330,23034_13_53_00,"23034",0.270,105.319
49.027487000000001,-4.107301333333331,23034_13_55_00,"23034",2.202,62.486
49.031895333333303,-4.100309833333330,23034_13_57_00,"23034",2.685,237.379
49.073748500000001,-4.033057666666670,23034_14_16_00,"23034",1.426,7.333
49.084815166666701,-4.015146000000000,23034_14_21_00,"23034",2.521,70.541
49.091421333333301,-4.004424666666670,23034_14_24_00,"23034",1.321,292.416
49.093643000000000,-4.000904333333330,23034_14_25_00,"23034",0.620,344.999
49.097972166666707,-3.993729000000000,23034_14_27_00,"23034",1.778,113.154
49.106709000000002,-3.979693833333330,23034_14_31_00,"23034",1.663,189.286
49.139569999999999,-3.926487666666670,23034_14_46_00,"23034",0.158,84.618
49.144027666666702,-3.919320000000000,23034_14_48_00,"23034",0.755,355.739
49.148368166666693,-3.912229166666670,23034_14_50_00,"23034",2.523,324.215
49.207244833333299,-3.816778666666670,23034_15_17_00,"23034",1.055,281.816
49.213818833333299,-3.806284166666670,23034_15_20_00,"23034",0.784,318.971
49.231275666666697,-3.777875833333330,23034_15_28_00,"23034",1.363,32.003
49.253071666666699,-3.742473666666670,23034_15_38_00,"23034",2.863,18.051
49.296548500000000,-3.671958833333330,23034_15_58_00,"23034",1.179,171.006
49.318388499999998,-3.636421666666670,23034_16_08_00,"23034",2.298,202.977
49.344508333333302,-3.594132666666670,23034_16_20_00,"23034",0.469,81.454
49.361693333333299,-3.566055333333330,23034_16_28_00,"23034",2.214,180.404
49.376705500000000,-3.541629000000000,23034_16_35_00,"23034",0.455,348.817
49.391837500000001,-3.517070000000000,23034_16_42_00,"23034",1.209,83.157
50.329675700000003,0.279449400000000,23035_07_47_00,"23035",2.573,9.898
50.330582499999998,0.284341200000000,23035_07_48_00,"23035",2.307,169.459
50.332290499999999,0.294049300000000,23035_07_50_00,"23035",0.800,273.814
50.333150400000001,0.298834800000000,23035_07_51_00,"23035",1.102,176.771
50.334836699999997,0.308378700000000,23035_07_53_00,"23035",1.276,221.062
50.335672600000002,0.313210600000000,23035_07_54_00,"23035",0.516,84.347
50.336558900000000,0.318048800000000,23035_07_55_00,"23035",2.682,132.963
50.337427099999999,0.322908200000000,23035_07_56_00,"23035",0.567,193.072
50.338298299999998,0.327705400000000,23035_07_57_00,"23035",0.128,13.561
50.339165199999997,0.332542800000000,23035_07_58_00,"23035",0.530,243.906
50.340050400000003,0.337387500000000,23035_07_59_00,"23035",2.859,358.398
50.340932600000002,0.342249100000000,23035_08_00_00,"23035",1.282,224.452
50.343532900000000,0.356668600000000,23035_08_03_00,"23035",0.274,69.129
50.344378800000001,0.361453700000000,23035_08_04_00,"23035",0.124,261.189
50.345254500000003,0.366220100000000,23035_08_05_00,"23035",2.767,95.740
50.347875400000000,0.380534000000000,23035_08_08_00,"23035",0.419,157.631
50.348733400000000,0.385301200000000,23035_08_09_00,"23035",2.019,274.876
50.349617700000003,0.390088100000000,23035_08_10_00,"23035",1.589,148.389
50.352250300000001,0.404313300000000,23035_08_13_00,"23035",0.681,342.526
50.353990199999998,0.413784600000000,23035_08_15_00,"23035",0.011,212.975
50.354848099999998,0.418411600000000,23035_08_16_00,"23035",0.910,316.277
50.356413199999999,0.427827900000000,23035_08_18_00,"23035",2.030,178.322
50.359926399999999,0.446661900000000,23035_08_22_00,"23035",2.846,351.157
50.361748599999999,0.456097800000000,23035_08_24_00,"23035",2.116,297.555
50.362678400000000,0.460836400000000,23035_08_25_00,"23035",0.299,45.022
50.367252499999999,0.484417200000000,23035_08_30_00,"23035",1.189,47.288
50.368179099999999,0.489088400000000,23035_08_31_00,"23035",2.807,195.201
50.372681800000002,0.512452200000000,23035_08_36_00,"23035",1.334,246.379
50.374437999999998,0.521806900000000,23035_08_38_00,"23035",2.506,320.316
50.380771400000000,0.554308500000000,23035_08_45_00,"23035",2.512,134.319
50.386102700000002,0.582056500000000,23035_08_51_00,"23035",0.627,241.090
50.387011999999999,0.586705800000000,23035_08_52_00,"23035",1.547,56.799
50.390591899999997,0.605266600000000,23035_08_56_00,"23035",1.255,276.744
50.391455499999999,0.609904600000000,23035_08_57_00,"23035",1.020,175.349
50.392374199999999,0.614441900000000,23035_08_58_00,"23035",1.096,238.706
50.394125699999996,0.623619500000000,23035_09_00_00,"23035",1.533,186.210
50.395900900000001,0.632797200000000,23035_09_02_00,"23035",2.347,291.580
50.397631400000002,0.641914800000000,23035_09_04_00,"23035",2.059,301.402
50.398526500000003,0.646484700000000,23035_09_05_00,"23035",0.864,276.604
50.399411899999997,0.651107600000000,23035_09_06_00,"23035",0.416,182.309
50.400331500000000,0.655661800000000,23035_09_07_00,"23035",2.745,206.942
50.401221000000000,0.660261800000000,23035_09_08_00,"23035",2.978,271.427
50.402952100000000,0.669443800000000,23035_09_10_00,"23035",2.468,249.982
50.403854799999998,0.673970000000000,23035_09_11_00,"23035",0.045,346.960
50.404685700000002,0.678488900000000,23035_09_12_00,"23035",2.761,299.918
50.405569999999997,0.682979000000000,23035_09_13_00,"23035",2.527,110.234
50.406441500000000,0.687522100000000,23035_09_14_00,"23035",0.511,240.470
50.408216799999998,0.696585900000000,23035_09_16_00,"23035",1.202,261.144
50.409094300000000,0.701152000000000,23035_09_17_00,"23035",2.602,349.405
50.409969599999997,0.705693900000000,23035_09_18_00,"23035",1.622,47.239
50.410879100000002,0.710253300000000,23035_09_19_00,"23035",0.893,149.575
50.411713300000002,0.714827400000000,23035_09_20_00,"23035",0.224,51.261
50.412627200000003,0.719338400000000,23035_09_21_00,"23035",1.724,262.911
50.414351600000003,0.728484500000000,23035_09_23_00,"23035",2.363,323.128
50.419616599999998,0.755676000000000,23035_09_29_00,"23035",1.804,32.504
50.423999899999998,0.778463900000000,23035_09_34_00,"23035",1.035,318.769
50.425746699999998,0.787585800000000,23035_09_36_00,"23035",1.018,138.009
50.433562700000003,0.828071900000000,23035_09_45_00,"23035",0.059,78.584
50.434409400000000,0.832584900000000,23035_09_46_00,"23035",2.723,21.168
50.435251200000003,0.837016500000000,23035_09_47_00,"23035",1.845,322.704
50.436103600000003,0.841491600000000,23035_09_48_00,"23035",0.439,262.101
